merchant_id,bank_account_number,bank,description,type,registered_capital,industry,operating_status,establishment_date,legal_representative_id
c000685,A031285,4528071,Medium chain restaurant offering casual dining and coffee,Medium,18000000,Food & Beverage,Active,2017/11/8,p029393
c000686,A031286,3071954,Medium chain of casual dining restaurants specializing in local cuisine,Medium,15000000,Food & Beverage,Active,2012/7/10,p025483
c000687,A031287,1047286,Medium chain restaurant specializing in regional cuisine and casual dining,Medium,18000000,Food & Beverage,Active,2015/7/22,p023478
c000688,A031388,2046713,Medium-sized chain of casual dining restaurants specializing in Sichuan cuisine,Medium,28000000,Food & Beverage,Active,2014/9/22,p028912
c000689,A031389,4381267,Medium chain restaurant offering fast-casual dining and takeaway services,Medium,18000000,Food & Beverage,Active,2017/11/8,p022304
c000690,A031390,5472906,Medium chain restaurant specializing in regional cuisine,Medium,18000000,Food & Beverage,Active,2015/8/11,p022011
c000691,A031491,1265934,Large manufacturing company producing industrial machinery components,Large,150000000,Manufacturing,Active,2008/11/10,p021847
c000692,A031492,4175902,Medium chain restaurant offering family dining and regional cuisine,Medium,25000000,Food & Beverage,Active,2017/8/14,p024995
c000693,A031493,4693725,Medium chain coffee shop and bakery,Medium,15000000,Food & Beverage,Active,2018/11/5,p027266
c000694,A031594,2367901,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2016/9/14,p025134
c000695,A031595,4693725,Large B2B service provider specializing in industrial parts manufacturing and wholesale,Large,125000000,Manufacturing,Active,2008/11/5,p021596
c000696,A031596,2198345,Small street food stall serving traditional breakfast items and snacks,Small,2000000,Food & Beverage,Active,2019/8/12,p023122
c000697,A031697,4693725,Medium Food & Beverage company operating a popular chain of family restaurants,Medium,18000000,Food & Beverage,Active,2015/7/22,p028778
c000698,A031698,3071954,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2015/8/22,p027906
c000699,A031699,4528071,Medium regional chain of casual dining restaurants,Medium,20000000,Food & Beverage,Active,2017/11/8,p023141
c000700,A031800,4175902,"Small convenience store offering groceries, snacks, and beverages",Small,2500000,Retail,Active,2019/11/8,p021300
c000701,A031801,3071954,Large wholesale business distributing industrial machinery parts,Large,120000000,Manufacturing,Active,2012/8/14,p028402
c000702,A031802,1398427,Medium chain cafe specializing in artisanal coffee and light meals,Medium,12000000,Food & Beverage,Active,2017/8/22,p021863
c000703,A031903,3468205,Small Food & Beverage company operating a noodle stall in a food court,Small,3000000,Food & Beverage,Active,2021/8/10,p030552
c000704,A031904,4871609,Medium chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2017/11/8,p021327
c000705,A031905,3468205,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,25000000,Food & Beverage,Active,2017/8/12,p029717
c000706,A032006,4693725,Medium restaurant chain specializing in regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2015/8/22,p030345
c000707,A032007,5472906,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2018/7/22,p023551
c000708,A032008,1265934,Small food stall specializing in local street food and snacks,Small,1800000,Food & Beverage,Active,2019/5/22,p026522
c000709,A032109,1872056,Small family-run convenience store,Small,2500000,Retail,Active,2017/11/8,p023117
c000710,A032110,3468205,Medium restaurant chain serving regional cuisine,Medium,25000000,Food & Beverage,Active,2017/11/8,p027907
c000711,A032111,5286314,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2015/6/10,p024189
c000712,A032212,1398427,Medium Food & Beverage company operating a full-service restaurant,Medium,18500000,Food & Beverage,Active,2017/11/8,p025603
c000713,A032213,5472906,Medium Food & Beverage company operating a popular regional restaurant chain,Medium,18000000,Food & Beverage,Active,2017/11/3,p025785
c000714,A032214,2367901,Medium chain restaurant offering regional cuisine and dine-in service,Medium,15000000,Food & Beverage,Active,2017/8/11,p030211
c000715,A032315,5472906,Medium chain restaurant offering fast-casual dining,Medium,15000000,Food & Beverage,Active,2015/6/10,p023723
c000716,A032316,1872056,Medium chain restaurant specializing in Sichuan cuisine,Medium,18000000,Food & Beverage,Active,2017/11/22,p025099
c000717,A032317,4871609,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,20000000,Food & Beverage,Active,2018/5/22,p022094
c000718,A032418,3186407,Medium Food & Beverage company operating a popular regional restaurant chain,Medium,12000000,Food & Beverage,Active,2017/11/8,p031712
c000719,A032419,4528071,Medium chain restaurant offering fast casual dining and beverages,Medium,28000000,Food & Beverage,Active,2015/8/22,p031212
c000720,A032420,4175902,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2015/8/22,p029357
c000721,A032521,1683509,Small Food & Beverage company operating a single street food stall,Small,2000000,Food & Beverage,Active,2021/8/11,p024443
c000722,A032522,3468205,Medium chain restaurant offering regional Chinese cuisine,Medium,20000000,Food & Beverage,Active,2015/11/8,p028243
c000723,A032523,1872056,Medium chain restaurant offering regional Chinese cuisine,Medium,18000000,Food & Beverage,Active,2016/8/22,p029280
c000724,A032624,1047286,"Small Food & Beverage cafe serving coffee, pastries, and light meals",Small,3000000,Food & Beverage,Active,2019/7/12,p025682
c000725,A032625,2793615,Small street vendor specializing in quick breakfast items and coffee,Small,1800000,Food & Beverage,Active,2021/8/3,p025261
c000726,A032626,4175902,Medium Food & Beverage company operating a popular chain of quick-service restaurants,Medium,18000000,Food & Beverage,Active,2015/7/22,p025264
c000727,A032727,4027316,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2015/8/12,p022688
c000728,A032728,2198345,Medium-sized regional chain of casual dining restaurants,Medium,28000000,Food & Beverage,Active,2015/6/10,p022559
c000729,A032729,1872056,Medium-sized chain restaurant specializing in regional cuisine,Medium,20000000,Food & Beverage,Active,2018/6/12,p027088
c000730,A032830,2046713,Medium chain restaurant offering casual dining and regional cuisine,Medium,15000000,Food & Beverage,Active,2015/8/22,p028306
c000731,A032831,1265934,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,18000000,Food & Beverage,Active,2017/11/8,p029458
c000732,A032832,2198345,Large manufacturing company specializing in automotive parts,Large,120000000,Manufacturing,Active,2005/11/18,p029116
c000733,A032933,1739462,Medium chain restaurant specializing in regional cuisine and dine-in service,Medium,15000000,Food & Beverage,Active,2016/8/10,p032244
c000734,A032934,3714628,Medium chain store specializing in home and kitchen appliances,Medium,18000000,Retail,Active,2016/8/22,p025914
c000735,A032935,1527806,Large wholesale business distributing industrial machinery parts,Large,120000000,Manufacturing,Active,2008/11/7,p024973
c000736,A033036,3581974,Medium Food & Beverage company operating a casual dining restaurant chain,Medium,12500000,Food & Beverage,Active,2015/11/23,p022839
c000737,A033037,3186407,Medium restaurant chain specializing in Asian cuisine,Medium,15000000,Food & Beverage,Active,2015/8/22,p023006
c000738,A033038,4027316,Medium chain restaurant specializing in regional Chinese cuisine,Medium,18000000,Food & Beverage,Active,2017/8/11,p027851
c000739,A033139,5039472,Large wholesale business specializing in construction materials and industrial supplies,Large,125000000,Manufacturing,Active,2012/8/22,p028516
c000740,A033140,3862507,Medium retail chain store selling home appliances,Medium,25000000,Retail,Active,2015/8/22,p031998
c000741,A033141,1265934,Medium restaurant chain offering fast-casual dining,Medium,15000000,Food & Beverage,Active,2018/6/10,p022619
c000742,A033242,4871609,Medium Food & Beverage company operating a full-service casual dining restaurant chain,Medium,15000000,Food & Beverage,Active,2018/6/12,p029785
c000743,A033243,4528071,Medium chain restaurant specializing in authentic Sichuan cuisine,Medium,20000000,Food & Beverage,Active,2015/8/22,p025704
c000744,A033244,3186407,Medium Food & Beverage company operating a popular local restaurant chain,Medium,15000000,Food & Beverage,Active,2017/11/3,p025661
c000745,A033345,1683509,Medium-sized chain restaurant specializing in regional Chinese cuisine and beverages,Medium,18500000,Food & Beverage,Active,2016/8/11,p026108
c000746,A033346,2793615,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,18000000,Food & Beverage,Active,2015/7/22,p027593
c000747,A033347,2793615,Medium Food & Beverage company operating a popular chain of family-friendly diners,Medium,25000000,Food & Beverage,Active,2015/7/14,p031645
c000748,A033448,1265934,Medium chain of coffee shops and cafes,Medium,12000000,Food & Beverage,Active,2015/8/10,p025279
c000749,A033449,2198345,Large manufacturing company specializing in automotive parts,Large,125000000,Manufacturing,Active,1998/11/5,p025689
c000750,A033450,2793615,Medium chain restaurant specializing in regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2015/8/12,p030779
c000751,A033551,3295718,Medium chain restaurant providing casual dining and regional cuisine,Medium,18000000,Food & Beverage,Active,2018/11/7,p031975
c000752,A033552,1265934,Medium-sized restaurant chain offering Sichuan cuisine and family dining,Medium,18500000,Food & Beverage,Active,2017/8/22,p032393
c000753,A033553,4528071,Medium restaurant chain specializing in Sichuan cuisine,Medium,15000000,Food & Beverage,Active,2018/7/11,p030909
c000754,A033654,2486137,Medium-sized chain restaurant serving regional cuisine,Medium,15000000,Food & Beverage,Active,2018/6/10,p031472
c000755,A033655,4175902,Small Food & Beverage company operating a local bubble tea and snack stall,Small,1800000,Food & Beverage,Active,2021/8/12,p026351
c000756,A033656,2947806,Medium chain of Italian restaurants specializing in pasta and pizza,Medium,18000000,Food & Beverage,Active,2015/8/12,p029601
c000757,A033757,3862507,Medium Food & Beverage company operating a regional chain of family restaurants,Medium,28000000,Food & Beverage,Active,2018/6/10,p023203
c000758,A033758,2947806,Medium Food & Beverage company operating a popular regional restaurant chain,Medium,18000000,Food & Beverage,Active,2015/7/22,p025835
c000759,A033759,4027316,Medium Food & Beverage company operating a chain of sit-down family restaurants,Medium,18500000,Food & Beverage,Active,2017/8/11,p025386
c000760,A033860,3862507,Medium Travel & Hospitality company operating a boutique hotel chain,Medium,25000000,Travel & Hospitality,Active,2013/7/11,p024527
c000761,A033861,3295718,Medium Food & Beverage company operating a casual dining restaurant chain,Medium,18000000,Food & Beverage,Active,2012/5/11,p028991
c000762,A033862,2947806,Medium chain of fast-casual noodle restaurants,Medium,28000000,Food & Beverage,Active,2018/11/23,p024806
c000763,A033863,4871609,"Small convenience store offering snacks, drinks, and daily essentials",Small,3000000,Retail,Active,2019/11/8,p031241
c000764,A033964,2046713,Medium chain restaurant offering casual dining and takeaway,Medium,28000000,Food & Beverage,Active,2018/6/22,p023395
c000765,A033965,3071954,Medium chain restaurant offering casual dining and takeaway,Medium,20000000,Food & Beverage,Active,2016/11/22,p023590
c000766,A033966,3295718,Medium Food & Beverage company operating a popular local restaurant chain,Medium,18000000,Food & Beverage,Active,2016/8/22,p030164
c000767,A033967,3468205,Medium-sized Food & Beverage company operating a popular regional restaurant chain,Medium,15000000,Food & Beverage,Active,2015/8/10,p025129
c000768,A034068,4693725,Medium Food & Beverage company operating a casual dining restaurant,Medium,20000000,Food & Beverage,Active,2017/8/22,p025585
c000769,A034069,5286314,Medium Food & Beverage company operating a popular local restaurant chain,Medium,15000000,Food & Beverage,Active,2012/5/18,p030230
c000770,A034070,4871609,Large wholesale business specializing in electronics and components,Large,120000000,Manufacturing,Active,2012/8/14,p024762
c000771,A034071,3295718,Medium chain store specializing in casual apparel and accessories,Medium,18000000,Retail,Active,2017/11/8,p032024
c000772,A034172,5039472,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2013/8/22,p027025
c000773,A034173,1047286,Medium chain store specializing in home furnishings and decor,Medium,20000000,Retail,Active,2015/11/8,p029217
c000774,A034174,1739462,Medium Food & Beverage chain restaurant serving regional cuisine,Medium,25000000,Food & Beverage,Active,2015/8/22,p025899
c000775,A034175,1739462,Small convenience store offering groceries and daily essentials,Small,3000000,Retail,Active,2018/11/5,p030583
c000776,A034276,1265934,Medium sized restaurant offering regional Italian cuisine and fine dining,Medium,15000000,Food & Beverage,Active,2018/6/10,p031431
c000777,A034277,2486137,Medium chain restaurant offering fast food and beverages,Medium,20000000,Food & Beverage,Active,2015/8/22,p027289
c000778,A034278,4528071,Medium Food & Beverage company operating a chain of family restaurants,Medium,15000000,Food & Beverage,Active,2012/7/9,p028973
c000779,A034279,1265934,Medium chain restaurant offering casual dining and delivery services,Medium,15000000,Food & Beverage,Active,2017/8/14,p023930
c000780,A034380,2947806,Medium chain restaurant serving regional Chinese cuisine,Medium,20000000,Food & Beverage,Active,2015/8/22,p025556
c000781,A034381,4175902,Medium chain restaurant offering casual dining and regional cuisine,Medium,28000000,Food & Beverage,Active,2015/11/8,p030280
c000782,A034382,3468205,Medium chain restaurant offering regional cuisine and dining services,Medium,25000000,Food & Beverage,Active,2017/8/22,p028287
c000783,A034383,4528071,Medium restaurant chain specializing in Sichuan cuisine,Medium,15000000,Food & Beverage,Active,2016/8/10,p027646
c000784,A034484,3862507,Medium Food & Beverage company operating a casual dining restaurant chain,Medium,12000000,Food & Beverage,Active,2017/11/22,p030412
c000785,A034485,1047286,Medium restaurant chain specializing in Sichuan cuisine,Medium,20000000,Food & Beverage,Active,2016/11/8,p023930
c000786,A034486,2947806,Medium Food & Beverage company operating a chain of fast-casual noodle restaurants,Medium,18000000,Food & Beverage,Active,2018/11/7,p027467
c000787,A034487,1872056,Medium chain restaurant offering casual dining and takeout services,Medium,20000000,Food & Beverage,Active,2017/4/11,p032690
c000788,A034588,3071954,Medium Food & Beverage company operating a chain of fast-casual noodle restaurants,Medium,18500000,Food & Beverage,Active,2015/8/22,p025334
c000789,A034589,1739462,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,18000000,Food & Beverage,Active,2015/11/8,p030573
c000790,A034590,4027316,Medium Food & Beverage company operating a regional chain of hotpot restaurants,Medium,18000000,Food & Beverage,Active,2016/11/8,p024029
c000791,A034591,1398427,Large wholesale business specializing in building materials,Large,150000000,Manufacturing,Active,1998/11/23,p030137
c000792,A034692,1683509,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,12000000,Food & Beverage,Active,2016/11/8,p027549
c000793,A034693,1047286,Medium-sized restaurant chain specializing in regional Chinese cuisine,Medium,20000000,Food & Beverage,Active,2017/8/14,p033468
c000794,A034694,2367901,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,25000000,Food & Beverage,Active,2016/11/8,p030959
c000795,A034695,3862507,Medium casual dining restaurant chain specializing in regional cuisine,Medium,20000000,Food & Beverage,Active,2016/8/10,p026185
c000796,A034796,4528071,Medium Food & Beverage chain of bubble tea shops,Medium,15000000,Food & Beverage,Active,2019/11/8,p032688
c000797,A034797,4871609,Small Food & Beverage company operating a family-run noodle stall,Small,1500000,Food & Beverage,Active,2019/8/12,p025887
c000798,A034798,2793615,Medium-sized Food & Beverage company operating a regional chain of casual dining restaurants,Medium,25000000,Food & Beverage,Active,2016/8/22,p024923
c000799,A034799,3714628,Medium Food & Beverage company operating a popular local bistro and bar,Medium,12500000,Food & Beverage,Active,2017/8/12,p030015
c000800,A034900,3714628,Large Manufacturing company specializing in automotive parts,Large,120000000,Manufacturing,Active,2010/11/8,p027105
c000801,A034901,3071954,Medium restaurant chain specializing in regional Chinese cuisine,Medium,20000000,Food & Beverage,Active,2017/6/10,p030163
c000802,A034902,2486137,Medium regional chain of casual dining restaurants,Medium,12000000,Food & Beverage,Active,2016/8/12,p033647
c000803,A034903,4175902,Medium-sized restaurant chain specializing in regional cuisine,Medium,15000000,Food & Beverage,Active,2015/11/8,p027601
c000804,A035004,3071954,Medium chain restaurant offering regional cuisine and family dining,Medium,15000000,Food & Beverage,Active,2015/7/22,p028474
c000805,A035005,2367901,Medium chain cafe and bakery specializing in artisanal pastries and coffee,Medium,15000000,Food & Beverage,Active,2018/7/22,p027596
c000806,A035006,1872056,Medium chain restaurant offering regional cuisine and takeaway,Medium,18000000,Food & Beverage,Active,2017/11/3,p024976
c000807,A035007,1872056,Medium chain restaurant offering fast-casual dining and takeaway,Medium,25000000,Food & Beverage,Active,2017/8/22,p029481
c000808,A035108,2657408,Medium-sized restaurant chain specializing in regional cuisine,Medium,28000000,Food & Beverage,Active,2017/11/8,p029893
c000809,A035109,2947806,Medium chain store specializing in home furnishings and decor,Medium,32000000,Retail,Active,2016/8/10,p032031
c000810,A035110,5472906,Medium-sized chain store specializing in outdoor and sports equipment retail,Medium,18500000,Retail,Active,2017/11/8,p026596
c000811,A035111,4381267,"Small convenience store offering snacks, drinks, and daily essentials",Small,3000000,Retail,Active,2019/8/22,p032918
c000812,A035212,1527806,Large Manufacturing company specializing in automotive parts,Large,120000000,Manufacturing,Active,2008/11/5,p024598
c000813,A035213,1527806,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2018/7/22,p027543
c000814,A035214,3071954,Medium chain restaurant offering regional Chinese cuisine,Medium,18000000,Food & Beverage,Active,2015/11/8,p030104
c000815,A035215,3186407,Medium retail company operating a chain of home appliance stores,Medium,28000000,Retail,Active,2014/7/10,p026457
c000816,A035316,3468205,Large Manufacturing company producing industrial machinery components,Large,175000000,Manufacturing,Active,2010/11/8,p025555
c000817,A035317,1047286,Medium restaurant chain serving regional cuisine,Medium,15000000,Food & Beverage,Active,2015/8/12,p034305
c000818,A035318,1047286,Small Food & Beverage company operating a popular local food stall,Small,1500000,Food & Beverage,Active,2021/5/18,p028611
c000819,A035319,1265934,Medium Food & Beverage company operating a chain of bubble tea and snack shops,Medium,12000000,Food & Beverage,Active,2018/7/12,p028253
c000820,A035420,3295718,Medium Food & Beverage company operating a chain of family restaurants,Medium,15000000,Food & Beverage,Active,2015/8/22,p029411
c000821,A035421,3714628,Medium chain restaurant offering casual dining and takeout services,Medium,20000000,Food & Beverage,Active,2015/8/20,p032795
c000822,A035422,1047286,Medium Food & Beverage company operating a full-service restaurant,Medium,25000000,Food & Beverage,Active,2018/5/14,p028458
c000823,A035423,3071954,Medium Food & Beverage company operating a popular regional bakery and cafe chain,Medium,20000000,Food & Beverage,Active,2015/8/22,p024988
c000824,A035524,3186407,Medium chain of casual dining restaurants specializing in regional Chinese cuisine,Medium,18000000,Food & Beverage,Active,2015/8/14,p030182
c000825,A035525,3714628,Medium chain restaurant offering fast casual dining,Medium,15000000,Food & Beverage,Active,2018/7/10,p026673
c000826,A035526,4528071,Medium Food & Beverage company operating a popular regional chain of family restaurants,Medium,28000000,Food & Beverage,Active,2015/8/22,p030974
c000827,A035527,1265934,Medium Food & Beverage company operating a chain of family-friendly sit-down restaurants,Medium,25000000,Food & Beverage,Active,2015/11/8,p031070
c000828,A035628,4693725,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,28000000,Food & Beverage,Active,2017/8/22,p026457
c000829,A035629,3071954,Medium-sized chain restaurant offering Asian fusion cuisine and casual dining,Medium,15000000,Food & Beverage,Active,2017/11/8,p029569
c000830,A035630,2793615,Medium chain restaurant offering regional Chinese cuisine and delivery services,Medium,15000000,Food & Beverage,Active,2017/8/11,p027214
c000831,A035631,3071954,Medium Food & Beverage company operating a popular family restaurant chain,Medium,15000000,Food & Beverage,Active,2012/7/18,p028986
c000832,A035732,4027316,Medium chain restaurant specializing in regional Chinese cuisine,Medium,25000000,Food & Beverage,Active,2017/8/11,p032096
c000833,A035733,3468205,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,18500000,Food & Beverage,Active,2017/5/11,p025180
c000834,A035734,2947806,Medium restaurant and catering service in the Food & Beverage industry,Medium,12000000,Food & Beverage,Active,2015/7/22,p031233
c000835,A035735,1047286,Medium chain restaurant offering casual dining and takeaway services,Medium,18500000,Food & Beverage,Active,2017/8/12,p027603
c000836,A035836,2486137,Medium-sized regional retail chain specializing in home improvement and hardware supplies,Medium,25000000,Retail,Active,2014/9/18,p033171
c000837,A035837,3862507,Medium-sized restaurant chain offering casual dining and delivery services,Medium,18000000,Food & Beverage,Active,2017/11/8,p026203
c000838,A035838,5039472,Large Manufacturing company specializing in automotive parts,Large,125000000,Manufacturing,Active,2005/11/8,p028968
c000839,A035839,1683509,Medium restaurant chain offering casual dining,Medium,15000000,Food & Beverage,Active,2018/5/10,p029086
c000840,A035940,1047286,Medium restaurant chain offering fast casual dining,Medium,15000000,Food & Beverage,Active,2018/7/22,p032368
c000841,A035941,2198345,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,18000000,Food & Beverage,Active,2017/11/8,p033530
c000842,A035942,2198345,Medium chain restaurant specializing in regional noodle dishes,Medium,15000000,Food & Beverage,Active,2019/7/22,p031936
c000843,A035943,3862507,Medium chain restaurant offering specialty coffee and pastries,Medium,12000000,Food & Beverage,Active,2019/8/22,p033215
c000844,A036044,3714628,Medium Food & Beverage company operating a family-style restaurant chain,Medium,12000000,Food & Beverage,Active,2018/5/11,p026751
c000845,A036045,1265934,Large manufacturing company specializing in automotive parts,Large,125000000,Manufacturing,Active,2005/7/12,p030119
c000846,A036046,1047286,Medium chain restaurant offering regional Chinese cuisine and banquets,Medium,20000000,Food & Beverage,Active,2015/8/22,p030155
c000847,A036047,2486137,Medium chain restaurant specializing in regional noodles and soups,Medium,18000000,Food & Beverage,Active,2015/11/3,p034063
c000848,A036148,1872056,Medium chain restaurant specializing in regional cuisine and family dining,Medium,12000000,Food & Beverage,Active,2017/5/11,p034786
c000849,A036149,3071954,Small Food & Beverage company operating a popular breakfast food stall,Small,3000000,Food & Beverage,Active,2021/5/11,p031588
c000850,A036150,3862507,Medium restaurant chain specializing in regional Chinese cuisine,Medium,28000000,Food & Beverage,Active,2016/11/8,p031351
c000851,A036151,2367901,Medium-sized restaurant offering Chinese and Western cuisine,Medium,15000000,Food & Beverage,Active,2017/8/12,p026997
c000852,A036252,4528071,Medium chain restaurant serving regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2017/8/11,p031176
c000853,A036253,1739462,Medium casual dining restaurant chain offering Asian fusion cuisine,Medium,18000000,Food & Beverage,Active,2017/8/22,p035248
c000854,A036254,2793615,Medium chain restaurant offering Sichuan cuisine and hotpot,Medium,18000000,Food & Beverage,Active,2018/7/12,p031026
c000855,A036255,4693725,Medium-sized Food & Beverage company operating a regional chain of casual dining restaurants,Medium,20000000,Food & Beverage,Active,2015/8/12,p026822
c000856,A036356,2657408,Medium chain restaurant offering casual dining and takeaway,Medium,15000000,Food & Beverage,Active,2017/11/22,p034001
c000857,A036357,1527806,Medium-sized restaurant chain specializing in Sichuan cuisine and group dining,Medium,18000000,Food & Beverage,Active,2017/8/12,p035352
c000858,A036358,4381267,Medium chain of fast-casual restaurants serving noodles and rice bowls,Medium,18000000,Food & Beverage,Active,2018/11/5,p026204
c000859,A036359,2367901,Medium Food & Beverage company operating a popular regional chain of casual dining restaurants,Medium,18000000,Food & Beverage,Active,2012/7/11,p028066
c000860,A036460,3071954,Medium chain of casual dining restaurants specializing in regional cuisine,Medium,25000000,Food & Beverage,Active,2015/8/22,p029197
c000861,A036461,1739462,Medium chain restaurant offering modern Asian fusion cuisine,Medium,18000000,Food & Beverage,Active,2018/7/22,p027761
c000862,A036462,3295718,Medium Food & Beverage company operating a regional chain of family-style restaurants,Medium,18000000,Food & Beverage,Active,2017/11/8,p028086
c000863,A036463,4528071,Medium Food & Beverage company operating a regional chain of fast-casual noodle restaurants,Medium,18500000,Food & Beverage,Active,2016/8/10,p033022
c000864,A036564,5472906,Medium retail company operating a chain of clothing stores,Medium,25000000,Retail,Active,2015/6/10,p027979
c000865,A036565,3186407,Large wholesale business specializing in electronic components,Large,125000000,Manufacturing,Active,2011/11/8,p028168
c000866,A036566,3714628,Medium Food & Beverage company operating a popular regional restaurant chain,Medium,18000000,Food & Beverage,Active,2016/7/21,p035218
c000867,A036567,4175902,Medium Food & Beverage company operating a chain of family-friendly restaurants,Medium,18000000,Food & Beverage,Active,2015/11/8,p031344
c000868,A036668,1739462,Large manufacturing company specializing in automotive parts,Large,120000000,Manufacturing,Active,2008/11/3,p030366
c000869,A036669,4528071,Medium chain restaurant offering family dining and takeaway services,Medium,15000000,Food & Beverage,Active,2015/8/14,p029000
c000870,A036670,3862507,Medium retail company operating a chain of clothing stores,Medium,15000000,Retail,Active,2018/6/10,p026211
c000871,A036671,1265934,Medium chain of casual dining restaurants,Medium,20000000,Food & Beverage,Active,2018/6/12,p034430
c000872,A036772,3186407,Medium restaurant chain specializing in regional Chinese cuisine,Medium,18000000,Food & Beverage,Active,2017/11/8,p026537
c000873,A036773,4175902,Medium regional chain of coffee shops and cafes,Medium,15000000,Food & Beverage,Active,2018/7/11,p030727
c000874,A036774,3186407,Medium chain restaurant specializing in fast food,Medium,15000000,Food & Beverage,Active,2018/5/20,p030448
c000875,A036775,2657408,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,22000000,Food & Beverage,Active,2017/8/12,p026846
c000876,A036876,5039472,Medium Food & Beverage company operating a regional chain of family-style restaurants,Medium,18500000,Food & Beverage,Active,2014/8/22,p031236
c000877,A036877,5039472,Small food stall specializing in regional street food,Small,1500000,Food & Beverage,Active,2021/8/3,p028005
c000878,A036878,2198345,Medium Food & Beverage company operating a chain of sushi restaurants,Medium,25000000,Food & Beverage,Active,2015/11/3,p027048
c000879,A036879,5039472,Medium chain restaurant offering casual dining and delivery services,Medium,20000000,Food & Beverage,Active,2017/8/22,p026404
c000880,A036980,4027316,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,25000000,Food & Beverage,Active,2014/8/22,p036182
c000881,A036981,4528071,Medium Food & Beverage company operating a popular full-service restaurant,Medium,12500000,Food & Beverage,Active,2018/5/12,p028920
c000882,A036982,3186407,Medium regional chain of casual dining restaurants specializing in noodles and dim sum,Medium,18000000,Food & Beverage,Active,2017/8/22,p031662
c000883,A036983,3186407,Medium chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2015/11/8,p028721
c000884,A037084,5472906,Medium chain restaurant serving traditional Chinese cuisine,Medium,18000000,Food & Beverage,Active,2017/11/3,p031246
c000885,A037085,3862507,Medium Food & Beverage company operating a popular regional chain of casual dining restaurants,Medium,18000000,Food & Beverage,Active,2015/7/22,p034763
c000886,A037086,2947806,Medium Food & Beverage company operating a popular dumpling restaurant chain,Medium,25000000,Food & Beverage,Active,2016/8/10,p030468
c000887,A037087,3071954,Large manufacturing company producing industrial machinery components,Large,125000000,Manufacturing,Active,1998/7/22,p035763
c000888,A037188,1047286,Medium chain restaurant offering regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2018/5/22,p034293
c000889,A037189,1739462,Medium Food & Beverage company operating a popular chain of casual dining restaurants,Medium,28000000,Food & Beverage,Active,2015/7/22,p026413
c000890,A037190,3186407,Medium restaurant chain specializing in regional Chinese cuisine,Medium,12000000,Food & Beverage,Active,2016/8/22,p032655
c000891,A037191,1527806,"Medium chain bakery and café offering artisanal breads, pastries, and coffee",Medium,12500000,Food & Beverage,Active,2018/7/23,p026814
c000892,A037292,4528071,Medium chain restaurant specializing in casual dining and catering services,Medium,18000000,Food & Beverage,Active,2017/8/14,p035254
c000893,A037293,1739462,Medium Food & Beverage company operating a popular casual dining restaurant,Medium,18000000,Food & Beverage,Active,2017/11/22,p029677
c000894,A037294,5286314,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2018/6/10,p034175
c000895,A037295,2793615,Medium restaurant chain offering casual dining and family meals,Medium,15000000,Food & Beverage,Active,2012/8/22,p034728
c000896,A037396,4871609,Medium Food & Beverage company operating a popular family restaurant chain,Medium,15000000,Food & Beverage,Active,2016/7/11,p032444
c000897,A037397,2046713,Medium Food & Beverage company operating a chain of family-style restaurants,Medium,18000000,Food & Beverage,Active,2015/8/22,p030285
c000898,A037398,4027316,"Small cafe serving coffee, pastries, and light meals",Small,2000000,Food & Beverage,Active,2019/7/22,p026596
c000899,A037399,4027316,Small convenience store located in a residential neighborhood,Small,3000000,Retail,Active,2019/8/12,p030996
